,ENSEMBLE,REAL,ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
375,iter-0,62,MidReek,2,0.0,0.0,0.0,0.0
376,iter-0,62,LowerReek,1,117723272.55,24807800.43,20059799.7,12616226.02
377,iter-0,62,LowerReek,2,0.0,0.0,0.0,0.0
378,iter-0,63,UpperReek,1,267400739.04,37436661.5,26294875.35,16537657.17
379,iter-0,63,UpperReek,2,0.0,0.0,0.0,0.0
380,iter-0,63,MidReek,1,228150490.59,35167282.75,25248164.26,15879348.33
381,iter-0,63,MidReek,2,0.0,0.0,0.0,0.0
382,iter-0,63,LowerReek,1,138141455.95,27524822.45,22330165.28,14044128.87
383,iter-0,63,LowerReek,2,0.0,0.0,0.0,0.0
384,iter-0,64,UpperReek,1,262817480.77,38327842.56,27528902.82,17313775.08
385,iter-0,64,UpperReek,2,0.0,0.0,0.0,0.0
386,iter-0,64,MidReek,1,215909778.63,36955357.37,29155992.79,18337102.08
387,iter-0,64,MidReek,2,0.0,0.0,0.0,0.0
388,iter-0,64,LowerReek,1,138331915.27,26027319.39,21388191.85,13451692.77
389,iter-0,64,LowerReek,2,0.0,0.0,0.0,0.0
390,iter-0,65,UpperReek,1,285832418.27,47558964.37,36397063.88,22891234.76
391,iter-0,65,UpperReek,2,0.0,0.0,0.0,0.0
392,iter-0,65,MidReek,1,213513096.7,43204348.58,34653744.64,21794807.58
393,iter-0,65,MidReek,2,0.0,0.0,0.0,0.0
394,iter-0,65,LowerReek,1,117603301.01,25141305.03,20461462.22,12868843.94
395,iter-0,65,LowerReek,2,0.0,0.0,0.0,0.0
396,iter-0,66,UpperReek,1,249479652.05,38344238.7,28312390.08,17806534.35
397,iter-0,66,UpperReek,2,0.0,0.0,0.0,0.0
398,iter-0,66,MidReek,1,258798763.75,47509785.92,37167284.18,23375650.04
399,iter-0,66,MidReek,2,0.0,0.0,0.0,0.0
400,iter-0,66,LowerReek,1,134654543.33,26716438.56,21758000.28,13684276.67
401,iter-0,66,LowerReek,2,0.0,0.0,0.0,0.0
402,iter-0,67,UpperReek,1,285426968.53,49500261.71,38772395.09,24385153.73
403,iter-0,67,UpperReek,2,0.0,0.0,0.0,0.0
404,iter-0,67,MidReek,1,253886920.79,47093136.0,38166499.11,24004087.09
405,iter-0,67,MidReek,2,0.0,0.0,0.0,0.0
406,iter-0,67,LowerReek,1,157248005.42,30427204.27,24880870.48,15648345.95
407,iter-0,67,LowerReek,2,0.0,0.0,0.0,0.0
408,iter-0,68,UpperReek,1,249388539.85,39914101.8,28366958.62,17840854.18
409,iter-0,68,UpperReek,2,0.0,0.0,0.0,0.0
410,iter-0,68,MidReek,1,212478530.96,37076210.79,27037324.37,17004606.24
411,iter-0,68,MidReek,2,0.0,0.0,0.0,0.0
412,iter-0,68,LowerReek,1,113073163.16,22174260.8,16872998.7,10611948.69
413,iter-0,68,LowerReek,2,0.0,0.0,0.0,0.0
414,iter-0,69,UpperReek,1,270203555.02,43363913.81,32411751.63,20384749.11
415,iter-0,69,UpperReek,2,0.0,0.0,0.0,0.0
416,iter-0,69,MidReek,1,220926876.95,37271425.06,27664319.81,17398942.99
417,iter-0,69,MidReek,2,0.0,0.0,0.0,0.0
418,iter-0,69,LowerReek,1,102790963.86,18426592.56,14289784.72,8987285.84
419,iter-0,69,LowerReek,2,0.0,0.0,0.0,0.0
420,iter-0,70,UpperReek,1,311358136.18,47695988.32,34090917.65,21440828.35
421,iter-0,70,UpperReek,2,0.0,0.0,0.0,0.0
422,iter-0,70,MidReek,1,213988046.62,34017587.72,24228911.1,15238308.61
423,iter-0,70,MidReek,2,0.0,0.0,0.0,0.0
424,iter-0,70,LowerReek,1,128953127.07,23923024.92,19036233.0,11972473.39
425,iter-0,70,LowerReek,2,0.0,0.0,0.0,0.0
426,iter-0,71,UpperReek,1,244592344.59,38494997.81,28622909.28,18001829.44
427,iter-0,71,UpperReek,2,0.0,0.0,0.0,0.0
428,iter-0,71,MidReek,1,203757280.29,34095351.67,26085430.48,16405930.84
429,iter-0,71,MidReek,2,0.0,0.0,0.0,0.0
430,iter-0,71,LowerReek,1,112254752.37,22436366.49,18308132.31,11514548.43
431,iter-0,71,LowerReek,2,0.0,0.0,0.0,0.0
432,iter-0,72,UpperReek,1,240607161.27,40619190.22,31499402.11,19810944.4
433,iter-0,72,UpperReek,2,0.0,0.0,0.0,0.0
434,iter-0,72,MidReek,1,230305405.55,43954626.12,34397835.66,21633858.55
435,iter-0,72,MidReek,2,0.0,0.0,0.0,0.0
436,iter-0,72,LowerReek,1,148760836.03,28097736.22,21771592.51,13692825.25
437,iter-0,72,LowerReek,2,0.0,0.0,0.0,0.0
438,iter-0,73,UpperReek,1,300767453.35,44407703.53,31824390.12,20015339.36
439,iter-0,73,UpperReek,2,0.0,0.0,0.0,0.0
440,iter-0,73,MidReek,1,237669948.78,40557634.38,30954143.21,19468014.28
441,iter-0,73,MidReek,2,0.0,0.0,0.0,0.0
442,iter-0,73,LowerReek,1,155365825.43,26673931.99,19392601.77,12196604.69
443,iter-0,73,LowerReek,2,0.0,0.0,0.0,0.0
444,iter-0,74,UpperReek,1,259234072.79,35842787.9,25063250.39,15763050.3
445,iter-0,74,UpperReek,2,0.0,0.0,0.0,0.0
446,iter-0,74,MidReek,1,216081076.84,37326480.77,28252623.22,17768945.12
447,iter-0,74,MidReek,2,0.0,0.0,0.0,0.0
448,iter-0,74,LowerReek,1,107006065.29,20061979.32,15703196.83,9876224.26
449,iter-0,74,LowerReek,2,0.0,0.0,0.0,0.0
450,iter-0,75,UpperReek,1,224517389.15,33696523.69,24147722.25,15187246.45
451,iter-0,75,UpperReek,2,0.0,0.0,0.0,0.0
452,iter-0,75,MidReek,1,218006296.82,40585507.01,31847585.09,20029927.39
453,iter-0,75,MidReek,2,0.0,0.0,0.0,0.0
454,iter-0,75,LowerReek,1,117472154.73,23872327.83,18338229.22,11533477.31
455,iter-0,75,LowerReek,2,0.0,0.0,0.0,0.0
456,iter-0,76,UpperReek,1,318726771.25,49469132.98,36490440.37,22949962.11
457,iter-0,76,UpperReek,2,0.0,0.0,0.0,0.0
458,iter-0,76,MidReek,1,242396369.1,45252159.85,35575038.23,22374237.51
459,iter-0,76,MidReek,2,0.0,0.0,0.0,0.0
460,iter-0,76,LowerReek,1,128420137.93,26559577.74,21467544.15,13501599.87
461,iter-0,76,LowerReek,2,0.0,0.0,0.0,0.0
462,iter-0,77,UpperReek,1,357249593.01,54297719.13,40351658.55,25378401.18
463,iter-0,77,UpperReek,2,0.0,0.0,0.0,0.0
464,iter-0,77,MidReek,1,242328954.44,41228623.22,32158049.63,20225188.11
465,iter-0,77,MidReek,2,0.0,0.0,0.0,0.0
466,iter-0,77,LowerReek,1,140251998.99,26976396.88,21724259.82,13663056.26
467,iter-0,77,LowerReek,2,0.0,0.0,0.0,0.0
468,iter-0,78,UpperReek,1,270307673.07,43325064.17,32739391.11,20590811.68
469,iter-0,78,UpperReek,2,0.0,0.0,0.0,0.0
470,iter-0,78,MidReek,1,253963779.91,46234486.04,37355650.35,23494119.33
471,iter-0,78,MidReek,2,0.0,0.0,0.0,0.0
472,iter-0,78,LowerReek,1,141287147.37,27899904.47,22691089.43,14271125.19
473,iter-0,78,LowerReek,2,0.0,0.0,0.0,0.0
474,iter-0,79,UpperReek,1,329887467.75,50026372.94,37487544.24,23577071.46
475,iter-0,79,UpperReek,2,0.0,0.0,0.0,0.0
476,iter-0,79,MidReek,1,260433524.63,47043308.51,37604668.54,23650734.53
477,iter-0,79,MidReek,2,0.0,0.0,0.0,0.0
478,iter-0,79,LowerReek,1,133491894.6,25716680.81,21074378.31,13254325.76
479,iter-0,79,LowerReek,2,0.0,0.0,0.0,0.0
480,iter-0,80,UpperReek,1,275684778.85,42268689.78,29403484.06,18492756.96
481,iter-0,80,UpperReek,2,0.0,0.0,0.0,0.0
482,iter-0,80,MidReek,1,205347998.27,34604397.9,25081613.96,15774599.72
483,iter-0,80,MidReek,2,0.0,0.0,0.0,0.0
484,iter-0,80,LowerReek,1,117767728.5,22074682.35,17345372.24,10909038.96
485,iter-0,80,LowerReek,2,0.0,0.0,0.0,0.0
486,iter-0,81,UpperReek,1,298020896.78,46600850.14,35329702.96,22219938.6
487,iter-0,81,UpperReek,2,0.0,0.0,0.0,0.0
488,iter-0,81,MidReek,1,208378413.83,39100341.19,30698739.78,19307383.19
489,iter-0,81,MidReek,2,0.0,0.0,0.0,0.0
490,iter-0,81,LowerReek,1,137301534.15,27298420.88,21537527.46,13545614.53
491,iter-0,81,LowerReek,2,0.0,0.0,0.0,0.0
492,iter-0,82,UpperReek,1,297233248.99,46937484.39,35044453.26,22040536.28
493,iter-0,82,UpperReek,2,0.0,0.0,0.0,0.0
494,iter-0,82,MidReek,1,263812412.66,48558684.03,39094170.9,24587528.46
495,iter-0,82,MidReek,2,0.0,0.0,0.0,0.0
496,iter-0,82,LowerReek,1,147938458.94,29444877.92,23629415.8,14861267.55
497,iter-0,82,LowerReek,2,0.0,0.0,0.0,0.0
498,iter-0,83,UpperReek,1,333792511.48,55103374.82,40463688.41,25448860.21
499,iter-0,83,UpperReek,2,0.0,0.0,0.0,0.0
500,iter-0,83,MidReek,1,228014712.24,41124868.02,32186161.33,20242868.42
501,iter-0,83,MidReek,2,0.0,0.0,0.0,0.0
502,iter-0,83,LowerReek,1,158025696.51,29251908.18,23158330.61,14564987.57
503,iter-0,83,LowerReek,2,0.0,0.0,0.0,0.0
504,iter-0,84,UpperReek,1,275252576.25,41292850.95,29303580.06,18429924.26
505,iter-0,84,UpperReek,2,0.0,0.0,0.0,0.0
506,iter-0,84,MidReek,1,219877771.64,36769180.48,27456553.28,17268272.21
507,iter-0,84,MidReek,2,0.0,0.0,0.0,0.0
508,iter-0,84,LowerReek,1,140011081.45,25749831.79,20045246.16,12607072.85
509,iter-0,84,LowerReek,2,0.0,0.0,0.0,0.0
510,iter-0,85,UpperReek,1,290619213.66,45213655.76,33350551.91,20975189.53
511,iter-0,85,UpperReek,2,0.0,0.0,0.0,0.0
512,iter-0,85,MidReek,1,215342021.78,34755037.68,25190267.48,15842935.26
513,iter-0,85,MidReek,2,0.0,0.0,0.0,0.0
514,iter-0,85,LowerReek,1,111102476.28,19865546.68,15432681.12,9706088.6
515,iter-0,85,LowerReek,2,0.0,0.0,0.0,0.0
516,iter-0,86,UpperReek,1,281584783.57,45231337.05,34404902.82,21638303.3
517,iter-0,86,UpperReek,2,0.0,0.0,0.0,0.0
518,iter-0,86,MidReek,1,188930540.47,32881631.46,24866558.4,15639344.64
519,iter-0,86,MidReek,2,0.0,0.0,0.0,0.0
520,iter-0,86,LowerReek,1,115751992.59,19941665.17,14863809.24,9348307.54
521,iter-0,86,LowerReek,2,0.0,0.0,0.0,0.0
522,iter-0,87,UpperReek,1,333934527.34,51342495.38,37035627.66,23292847.19
523,iter-0,87,UpperReek,2,0.0,0.0,0.0,0.0
524,iter-0,87,MidReek,1,241700929.54,42740216.8,32614637.67,20512350.39
525,iter-0,87,MidReek,2,0.0,0.0,0.0,0.0
526,iter-0,87,LowerReek,1,144548223.62,28117249.52,23070582.79,14509800.26
527,iter-0,87,LowerReek,2,0.0,0.0,0.0,0.0
528,iter-0,88,UpperReek,1,241888121.54,40438789.22,30836768.3,19394193.58
529,iter-0,88,UpperReek,2,0.0,0.0,0.0,0.0
530,iter-0,88,MidReek,1,225405309.75,41596077.15,31841529.09,20026118.59
531,iter-0,88,MidReek,2,0.0,0.0,0.0,0.0
532,iter-0,88,LowerReek,1,116816499.91,21839869.32,16760752.74,10541353.75
533,iter-0,88,LowerReek,2,0.0,0.0,0.0,0.0
534,iter-0,89,UpperReek,1,269505342.48,42880226.37,31920713.96,20075920.39
535,iter-0,89,UpperReek,2,0.0,0.0,0.0,0.0
536,iter-0,89,MidReek,1,235826423.28,41329441.51,32557727.91,20476558.09
537,iter-0,89,MidReek,2,0.0,0.0,0.0,0.0
538,iter-0,89,LowerReek,1,150104266.49,28093372.72,21912927.64,13781715.26
539,iter-0,89,LowerReek,2,0.0,0.0,0.0,0.0
540,iter-0,90,UpperReek,1,323408751.17,54750746.45,42305401.58,26607170.36
541,iter-0,90,UpperReek,2,0.0,0.0,0.0,0.0
542,iter-0,90,MidReek,1,265394193.04,41913956.4,30506942.11,19186755.72
543,iter-0,90,MidReek,2,0.0,0.0,0.0,0.0
544,iter-0,90,LowerReek,1,136838136.88,25042939.97,19972281.39,12561183.06
545,iter-0,90,LowerReek,2,0.0,0.0,0.0,0.0
546,iter-0,91,UpperReek,1,273560916.0,40671506.36,29970169.63,18849162.98
547,iter-0,91,UpperReek,2,0.0,0.0,0.0,0.0
548,iter-0,91,MidReek,1,243199470.95,39113655.43,28986114.42,18230260.33
549,iter-0,91,MidReek,2,0.0,0.0,0.0,0.0
550,iter-0,91,LowerReek,1,150564051.62,23742521.96,16685727.32,10494167.95
551,iter-0,91,LowerReek,2,0.0,0.0,0.0,0.0
552,iter-0,92,UpperReek,1,307681948.9,48465418.06,36866902.12,23186730.5
553,iter-0,92,UpperReek,2,0.0,0.0,0.0,0.0
554,iter-0,92,MidReek,1,217288442.47,34699866.88,25507405.37,16042393.05
555,iter-0,92,MidReek,2,0.0,0.0,0.0,0.0
556,iter-0,92,LowerReek,1,139075798.83,25310758.21,20002912.97,12580448.19
557,iter-0,92,LowerReek,2,0.0,0.0,0.0,0.0
558,iter-0,93,UpperReek,1,255978341.09,33451924.91,22713151.99,14285001.02
559,iter-0,93,UpperReek,2,0.0,0.0,0.0,0.0
560,iter-0,93,MidReek,1,225204870.21,37714638.73,28814857.15,18122551.37
561,iter-0,93,MidReek,2,0.0,0.0,0.0,0.0
562,iter-0,93,LowerReek,1,126155914.57,24134662.11,18524122.11,11650391.07
563,iter-0,93,LowerReek,2,0.0,0.0,0.0,0.0
564,iter-0,94,UpperReek,1,280020485.95,41212937.63,29765123.02,18720202.84
565,iter-0,94,UpperReek,2,0.0,0.0,0.0,0.0
566,iter-0,94,MidReek,1,220964784.02,34896880.27,25399139.3,15974301.18
567,iter-0,94,MidReek,2,0.0,0.0,0.0,0.0
568,iter-0,94,LowerReek,1,140452929.38,26085016.68,19961815.21,12554600.56
569,iter-0,94,LowerReek,2,0.0,0.0,0.0,0.0
570,iter-0,95,UpperReek,1,251435327.3,37982103.81,26887572.31,16910422.55
571,iter-0,95,UpperReek,2,0.0,0.0,0.0,0.0
572,iter-0,95,MidReek,1,220099351.61,41582977.23,32635987.02,20525777.66
573,iter-0,95,MidReek,2,0.0,0.0,0.0,0.0
574,iter-0,95,LowerReek,1,135376185.6,25698434.5,20548068.06,12923313.03
575,iter-0,95,LowerReek,2,0.0,0.0,0.0,0.0
576,iter-0,96,UpperReek,1,288171143.92,39793695.2,27579249.94,17345439.92
577,iter-0,96,UpperReek,2,0.0,0.0,0.0,0.0
578,iter-0,96,MidReek,1,206102229.01,33349783.8,23795142.49,14965498.18
579,iter-0,96,MidReek,2,0.0,0.0,0.0,0.0
580,iter-0,96,LowerReek,1,102534363.76,21437095.89,17775774.42,11179732.15
581,iter-0,96,LowerReek,2,0.0,0.0,0.0,0.0
582,iter-0,97,UpperReek,1,289529185.99,41849995.51,28583215.5,17976864.8
583,iter-0,97,UpperReek,2,0.0,0.0,0.0,0.0
584,iter-0,97,MidReek,1,220037779.52,35631262.42,26546023.58,16695612.03
585,iter-0,97,MidReek,2,0.0,0.0,0.0,0.0
586,iter-0,97,LowerReek,1,130311924.43,26339770.07,21841959.78,13737081.4
587,iter-0,97,LowerReek,2,0.0,0.0,0.0,0.0
588,iter-0,98,UpperReek,1,297867492.64,51673873.93,40188392.63,25275718.21
589,iter-0,98,UpperReek,2,0.0,0.0,0.0,0.0
590,iter-0,98,MidReek,1,206427710.91,39450774.88,31965336.03,20103984.59
591,iter-0,98,MidReek,2,0.0,0.0,0.0,0.0
592,iter-0,98,LowerReek,1,128867250.39,26260993.59,21042884.55,13234518.36
593,iter-0,98,LowerReek,2,0.0,0.0,0.0,0.0
594,iter-0,99,UpperReek,1,274555910.67,44163012.98,32260097.2,20289368.97
595,iter-0,99,UpperReek,2,0.0,0.0,0.0,0.0
596,iter-0,99,MidReek,1,238857159.18,42416368.39,32518561.35,20451925.04
597,iter-0,99,MidReek,2,0.0,0.0,0.0,0.0
598,iter-0,99,LowerReek,1,140954460.77,27950383.15,22150087.93,13930872.69
599,iter-0,99,LowerReek,2,0.0,0.0,0.0,0.0
0,iter-1,0,UpperReek,1,252558612.97,39414252.87,29353077.12,18461054.48
1,iter-1,0,UpperReek,2,0.0,0.0,0.0,0.0
2,iter-1,0,MidReek,1,196830263.37,38008013.62,30549704.96,19213650.6
3,iter-1,0,MidReek,2,0.0,0.0,0.0,0.0
4,iter-1,0,LowerReek,1,114636605.95,24604712.73,20365858.28,12808715.69
5,iter-1,0,LowerReek,2,0.0,0.0,0.0,0.0
6,iter-1,1,UpperReek,1,240253453.23,39636448.15,30066194.02,18909555.67
7,iter-1,1,UpperReek,2,0.0,0.0,0.0,0.0
8,iter-1,1,MidReek,1,194006670.16,36863511.8,29251250.87,18397012.82
9,iter-1,1,MidReek,2,0.0,0.0,0.0,0.0
10,iter-1,1,LowerReek,1,130864594.11,25038723.88,19684487.85,12380180.83
11,iter-1,1,LowerReek,2,0.0,0.0,0.0,0.0
12,iter-1,2,UpperReek,1,253581734.34,40058581.97,29379975.57,18477971.75
13,iter-1,2,UpperReek,2,0.0,0.0,0.0,0.0
14,iter-1,2,MidReek,1,185833340.81,37166927.61,30052062.5,18900667.93
15,iter-1,2,MidReek,2,0.0,0.0,0.0,0.0
16,iter-1,2,LowerReek,1,122107467.85,23294985.47,18963746.69,11926884.51
17,iter-1,2,LowerReek,2,0.0,0.0,0.0,0.0
18,iter-1,3,UpperReek,1,271110378.54,42784520.22,32478872.15,20426963.27
19,iter-1,3,UpperReek,2,0.0,0.0,0.0,0.0
20,iter-1,3,MidReek,1,214337960.96,40564452.17,32292940.89,20310025.38
21,iter-1,3,MidReek,2,0.0,0.0,0.0,0.0
22,iter-1,3,LowerReek,1,140514361.97,28983501.46,23670044.05,14886819.91
23,iter-1,3,LowerReek,2,0.0,0.0,0.0,0.0
24,iter-1,4,UpperReek,1,263468655.5,43697803.93,33047790.79,20784773.73
25,iter-1,4,UpperReek,2,0.0,0.0,0.0,0.0
26,iter-1,4,MidReek,1,220558993.74,43120674.89,35220880.98,22151497.11
27,iter-1,4,MidReek,2,0.0,0.0,0.0,0.0
28,iter-1,4,LowerReek,1,136740252.48,29236660.34,24370756.5,15327519.56
29,iter-1,4,LowerReek,2,0.0,0.0,0.0,0.0
30,iter-1,5,UpperReek,1,261962702.65,39755641.6,28284759.15,17789156.4
31,iter-1,5,UpperReek,2,0.0,0.0,0.0,0.0
32,iter-1,5,MidReek,1,207111609.48,38212850.12,30409389.45,19125401.85
33,iter-1,5,MidReek,2,0.0,0.0,0.0,0.0
34,iter-1,5,LowerReek,1,122962576.65,22852178.33,17949453.48,11288964.26
35,iter-1,5,LowerReek,2,0.0,0.0,0.0,0.0
36,iter-1,6,UpperReek,1,285847568.44,45434790.81,33346254.87,20972486.99
37,iter-1,6,UpperReek,2,0.0,0.0,0.0,0.0
38,iter-1,6,MidReek,1,196877552.6,38054110.74,30484551.88,19172673.82
39,iter-1,6,MidReek,2,0.0,0.0,0.0,0.0
40,iter-1,6,LowerReek,1,129378168.52,25336091.27,20263942.8,12744617.9
41,iter-1,6,LowerReek,2,0.0,0.0,0.0,0.0
42,iter-1,7,UpperReek,1,288107502.79,45178376.01,33221646.24,20894116.79
43,iter-1,7,UpperReek,2,0.0,0.0,0.0,0.0
44,iter-1,7,MidReek,1,195869718.69,34662547.5,26583624.63,16719260.5
45,iter-1,7,MidReek,2,0.0,0.0,0.0,0.0
46,iter-1,7,LowerReek,1,128009448.15,26249944.38,21548360.42,13552427.71
47,iter-1,7,LowerReek,2,0.0,0.0,0.0,0.0
48,iter-1,8,UpperReek,1,283584921.11,46616847.82,34666793.53,21803014.44
49,iter-1,8,UpperReek,2,0.0,0.0,0.0,0.0
50,iter-1,8,MidReek,1,248706537.55,45886739.77,36487579.0,22948162.51
51,iter-1,8,MidReek,2,0.0,0.0,0.0,0.0
52,iter-1,8,LowerReek,1,120322042.62,24769268.36,20187754.79,12696700.91
53,iter-1,8,LowerReek,2,0.0,0.0,0.0,0.0
54,iter-1,9,UpperReek,1,256842823.24,39641658.82,29091361.76,18296453.63
55,iter-1,9,UpperReek,2,0.0,0.0,0.0,0.0
56,iter-1,9,MidReek,1,210926968.55,40150538.55,31350648.33,19717388.55
57,iter-1,9,MidReek,2,0.0,0.0,0.0,0.0
58,iter-1,9,LowerReek,1,125988741.55,26413162.81,21804765.52,13713688.78
59,iter-1,9,LowerReek,2,0.0,0.0,0.0,0.0
60,iter-1,10,UpperReek,1,263080511.87,42599700.92,32447260.93,20407082.01
61,iter-1,10,UpperReek,2,0.0,0.0,0.0,0.0
62,iter-1,10,MidReek,1,207335589.19,39935943.02,32546441.17,20469459.51
63,iter-1,10,MidReek,2,0.0,0.0,0.0,0.0
64,iter-1,10,LowerReek,1,134701876.03,28202052.93,23350459.04,14685823.05
65,iter-1,10,LowerReek,2,0.0,0.0,0.0,0.0
66,iter-1,11,UpperReek,1,290851156.08,49107215.51,37513755.09,23593556.27
67,iter-1,11,UpperReek,2,0.0,0.0,0.0,0.0
68,iter-1,11,MidReek,1,210559369.25,40049356.74,31829390.36,20018484.17
69,iter-1,11,MidReek,2,0.0,0.0,0.0,0.0
70,iter-1,11,LowerReek,1,127181235.86,25822053.54,20623740.73,12970905.9
71,iter-1,11,LowerReek,2,0.0,0.0,0.0,0.0
72,iter-1,12,UpperReek,1,270972131.27,43632602.46,32227441.87,20268831.02
73,iter-1,12,UpperReek,2,0.0,0.0,0.0,0.0
74,iter-1,12,MidReek,1,207207017.75,40366281.34,33107868.95,20822558.74
75,iter-1,12,MidReek,2,0.0,0.0,0.0,0.0
76,iter-1,12,LowerReek,1,137204263.68,26441614.18,21438439.93,13483295.33
77,iter-1,12,LowerReek,2,0.0,0.0,0.0,0.0
78,iter-1,13,UpperReek,1,266817326.75,47067258.69,37717782.48,23721875.37
79,iter-1,13,UpperReek,2,0.0,0.0,0.0,0.0
80,iter-1,13,MidReek,1,232413327.74,43781603.3,34526005.88,21714468.75
81,iter-1,13,MidReek,2,0.0,0.0,0.0,0.0
82,iter-1,13,LowerReek,1,129840323.86,24883736.41,19670003.24,12371071.01
83,iter-1,13,LowerReek,2,0.0,0.0,0.0,0.0
84,iter-1,14,UpperReek,1,249605401.91,40202717.49,29593252.84,18612108.39
85,iter-1,14,UpperReek,2,0.0,0.0,0.0,0.0
86,iter-1,14,MidReek,1,219244194.53,42973374.21,34466952.03,21677327.96
87,iter-1,14,MidReek,2,0.0,0.0,0.0,0.0
88,iter-1,14,LowerReek,1,127664234.3,22904184.94,17382591.66,10932447.41
89,iter-1,14,LowerReek,2,0.0,0.0,0.0,0.0
90,iter-1,15,UpperReek,1,276202304.01,46832170.16,35189527.26,22131777.78
91,iter-1,15,UpperReek,2,0.0,0.0,0.0,0.0
92,iter-1,15,MidReek,1,210171376.76,42671298.68,34820530.09,21899704.09
93,iter-1,15,MidReek,2,0.0,0.0,0.0,0.0
94,iter-1,15,LowerReek,1,122377613.54,24962867.27,19979444.54,12565688.18
95,iter-1,15,LowerReek,2,0.0,0.0,0.0,0.0
96,iter-1,16,UpperReek,1,265418750.26,39980691.12,29404362.63,18493309.52
97,iter-1,16,UpperReek,2,0.0,0.0,0.0,0.0
98,iter-1,16,MidReek,1,199780111.21,37067620.04,29682253.07,18668083.38
99,iter-1,16,MidReek,2,0.0,0.0,0.0,0.0
100,iter-1,16,LowerReek,1,123542113.08,24710339.76,20033135.64,12599456.17
101,iter-1,16,LowerReek,2,0.0,0.0,0.0,0.0
102,iter-1,17,UpperReek,1,276879595.79,44330992.41,32439323.16,20402089.7
103,iter-1,17,UpperReek,2,0.0,0.0,0.0,0.0
104,iter-1,17,MidReek,1,213847448.48,42247977.19,35163470.9,22115390.14
105,iter-1,17,MidReek,2,0.0,0.0,0.0,0.0
106,iter-1,17,LowerReek,1,125730527.26,23821991.76,18843505.46,11851261.1
107,iter-1,17,LowerReek,2,0.0,0.0,0.0,0.0
108,iter-1,18,UpperReek,1,272607339.3,42294458.97,29907239.97,18809584.57
109,iter-1,18,UpperReek,2,0.0,0.0,0.0,0.0
110,iter-1,18,MidReek,1,204587681.13,39221046.65,31589174.26,19867404.86
111,iter-1,18,MidReek,2,0.0,0.0,0.0,0.0
112,iter-1,18,LowerReek,1,141350894.58,29537103.54,24501733.73,15409895.17
113,iter-1,18,LowerReek,2,0.0,0.0,0.0,0.0
114,iter-1,19,UpperReek,1,265947836.92,40304118.49,29403727.15,18492909.85
115,iter-1,19,UpperReek,2,0.0,0.0,0.0,0.0
116,iter-1,19,MidReek,1,207709142.95,38301248.82,31054584.51,19531184.9
117,iter-1,19,MidReek,2,0.0,0.0,0.0,0.0
118,iter-1,19,LowerReek,1,133333322.45,27497099.29,22512422.7,14158756.18
119,iter-1,19,LowerReek,2,0.0,0.0,0.0,0.0
120,iter-1,20,UpperReek,1,279716447.92,43688715.91,31221769.31,19636332.57
121,iter-1,20,UpperReek,2,0.0,0.0,0.0,0.0
122,iter-1,20,MidReek,1,217880088.3,37921442.0,29579296.71,18603330.95
123,iter-1,20,MidReek,2,0.0,0.0,0.0,0.0
124,iter-1,20,LowerReek,1,139125480.1,27711164.21,23082279.9,14517156.93
125,iter-1,20,LowerReek,2,0.0,0.0,0.0,0.0
126,iter-1,21,UpperReek,1,284588361.98,46054528.94,34917688.15,21960809.79
127,iter-1,21,UpperReek,2,0.0,0.0,0.0,0.0
128,iter-1,21,MidReek,1,196499204.12,36895089.69,29733933.43,18700586.75
129,iter-1,21,MidReek,2,0.0,0.0,0.0,0.0
130,iter-1,21,LowerReek,1,115059773.74,21265646.34,16506989.61,10381754.3
131,iter-1,21,LowerReek,2,0.0,0.0,0.0,0.0
132,iter-1,22,UpperReek,1,297975622.91,46566745.59,35428704.02,22282203.41
133,iter-1,22,UpperReek,2,0.0,0.0,0.0,0.0
134,iter-1,22,MidReek,1,209998890.99,39860602.22,32303284.81,20316530.99
135,iter-1,22,MidReek,2,0.0,0.0,0.0,0.0
136,iter-1,22,LowerReek,1,135536607.66,27636624.41,23021932.12,14479202.34
137,iter-1,22,LowerReek,2,0.0,0.0,0.0,0.0
138,iter-1,23,UpperReek,1,302045178.83,46789304.03,33474052.84,21052863.07
139,iter-1,23,UpperReek,2,0.0,0.0,0.0,0.0
140,iter-1,23,MidReek,1,228918823.46,40795257.86,31345091.18,19713893.49
141,iter-1,23,MidReek,2,0.0,0.0,0.0,0.0
142,iter-1,23,LowerReek,1,122232712.41,24970527.13,20803647.95,13084055.09
143,iter-1,23,LowerReek,2,0.0,0.0,0.0,0.0
144,iter-1,24,UpperReek,1,273042154.8,43065661.39,31710069.17,19943439.39
145,iter-1,24,UpperReek,2,0.0,0.0,0.0,0.0
146,iter-1,24,MidReek,1,223540407.98,46065376.26,38688922.61,24332655.32
147,iter-1,24,MidReek,2,0.0,0.0,0.0,0.0
148,iter-1,24,LowerReek,1,121054058.15,24698068.82,19725461.95,12405950.71
149,iter-1,24,LowerReek,2,0.0,0.0,0.0,0.0
150,iter-1,25,UpperReek,1,290833160.43,45969867.61,33991884.56,21378543.39
151,iter-1,25,UpperReek,2,0.0,0.0,0.0,0.0
152,iter-1,25,MidReek,1,176471709.47,33095630.81,26713291.68,16800812.1
153,iter-1,25,MidReek,2,0.0,0.0,0.0,0.0
154,iter-1,25,LowerReek,1,127971471.81,24515520.34,19410302.88,12207737.46
